## Lists can be generated from http://www.ncbi.nlm.nih.gov/Traces/wgs/
Prefix	DIV	BioProject	BioSample	Organism	# of Contigs	Total length of Contigs, b	Has annotated Contigs	# of Scaffolds	Scaffolds range	Has annotated Scaffolds	# of Proteins	Genome range	Update date	Create date	Status
ALZH01	BCT	PRJNA173270	SAMN02641553	STREPTOCOCCUS MUTANS B115SM-A	49	2283584	no	0		no	0		2014-07-09 00:00:00	2014-01-24 00:00:00	1
AOBX01	BCT	PRJNA179252	SAMN02469959	STREPTOCOCCUS MUTANS 5DC8	9	2010949	yes	0		no	1920		2014-06-04 00:00:00	2013-03-21 00:00:00	1
AOBY01	BCT	PRJNA179253	SAMN02469962	STREPTOCOCCUS MUTANS KK21	2	2034595	yes	0		no	1945		2014-06-04 00:00:00	2013-03-21 00:00:00	1
AOBZ01	BCT	PRJNA179254	SAMN02469955	STREPTOCOCCUS MUTANS KK23	38	1976204	yes	0		no	1904		2014-06-04 00:00:00	2013-03-21 00:00:00	1
AOCA01	BCT	PRJNA179255	SAMN02469957	STREPTOCOCCUS MUTANS AC4446	42	2003697	yes	0		no	1916		2014-06-04 00:00:00	2013-03-21 00:00:00	1
AOCB01	BCT	PRJNA179256	SAMN02469958	STREPTOCOCCUS MUTANS ATCC 25175	10	1999673	yes	0		no	1900		2014-06-04 00:00:00	2013-03-21 00:00:00	1
AOCC01	BCT	PRJNA179257	SAMN02469960	STREPTOCOCCUS MUTANS NCTC 11060	36	2021313	yes	0		no	1912		2014-06-04 00:00:00	2013-03-21 00:00:00	1
AQWT01	BCT	PRJNA169765	SAMN02441733	STREPTOCOCCUS MUTANS DSM 20523	20	1988767	no	0		no	0		2013-12-12 00:00:00	2013-04-20 00:00:00	1
AXSW01	BCT	PRJNA219430	SAMN02469427	STREPTOCOCCUS MUTANS PKUSS-HG01	12	2002612	yes	0		no	1951		2014-06-18 00:00:00	2013-11-12 00:00:00	1
AXSX01	BCT	PRJNA221218	SAMN02469428	STREPTOCOCCUS MUTANS PKUSS-LG01	14	2001391	yes	0		no	1935		2014-06-18 00:00:00	2013-11-12 00:00:00	1
JVEO01	BCT	PRJNA267549	SAMN03197696	STREPTOCOCCUS MUTANS	30	2007546	no	0		no	0		2015-07-10 00:00:00	2015-07-10 00:00:00	1
JWGO01	BCT	PRJNA267549	SAMN03196968	STREPTOCOCCUS MUTANS	62	2026153	no	0		no	0		2015-07-10 00:00:00	2015-07-10 00:00:00	1
JWGS01	BCT	PRJNA267549	SAMN03196964	STREPTOCOCCUS MUTANS	49	2035965	no	0		no	0		2015-07-10 00:00:00	2015-07-10 00:00:00	1
LTAK01	BCT	PRJNA309131	SAMN04420782	STREPTOCOCCUS MUTANS	24	2050195	yes	0		no	1901		2016-04-20 00:00:00	2016-04-20 00:00:00	1
NZ_AGKE01	BCT	PRJNA224116	SAMN02436345	STREPTOCOCCUS MUTANS TCI-146	0	0	no	143	NZ_AGKE01000001:NZ_AGKE01000143	yes	0		2015-08-09 00:00:00	2013-05-03 00:00:00	1
NZ_AGKF01	BCT	PRJNA224116	SAMN02436614	STREPTOCOCCUS MUTANS TCI-101	0	0	no	141	NZ_AGKF01000001:NZ_AGKF01000141	yes	0		2015-08-09 00:00:00	2013-05-03 00:00:00	1
NZ_AGKG01	BCT	PRJNA224116	SAMN02436443	STREPTOCOCCUS MUTANS TCI-109	0	0	no	146	NZ_AGKG01000001:NZ_AGKG01000146	yes	0		2015-08-09 00:00:00	2013-05-03 00:00:00	1
NZ_AGKH01	BCT	PRJNA224116	SAMN02436346	STREPTOCOCCUS MUTANS TCI-11	0	0	no	141	NZ_AGKH01000001:NZ_AGKH01000141	yes	0		2015-08-09 00:00:00	2013-05-03 00:00:00	1
NZ_AGKI01	BCT	PRJNA224116	SAMN02436598	STREPTOCOCCUS MUTANS TCI-110	0	0	no	135	NZ_AGKI01000001:NZ_AGKI01000135	yes	0		2015-08-09 00:00:00	2013-05-03 00:00:00	1
NZ_AGKJ01	BCT	PRJNA224116	SAMN02436347	STREPTOCOCCUS MUTANS TCI-116	0	0	no	60	NZ_AGKJ01000001:NZ_AGKJ01000060	yes	0		2015-08-09 00:00:00	2013-05-03 00:00:00	1
NZ_AGKK01	BCT	PRJNA224116	SAMN02436599	STREPTOCOCCUS MUTANS TCI-120	0	0	no	159	NZ_AGKK01000001:NZ_AGKK01000159	yes	0		2015-08-09 00:00:00	2013-05-03 00:00:00	1
NZ_AGKL01	BCT	PRJNA224116	SAMN02436600	STREPTOCOCCUS MUTANS TCI-123	0	0	no	109	NZ_AGKL01000001:NZ_AGKL01000109	yes	0		2015-08-09 00:00:00	2013-05-03 00:00:00	1
NZ_AGKM01	BCT	PRJNA224116	SAMN02436444	STREPTOCOCCUS MUTANS TCI-125	0	0	no	96	NZ_AGKM01000001:NZ_AGKM01000096	yes	0		2015-08-09 00:00:00	2013-05-03 00:00:00	1
NZ_AGKN01	BCT	PRJNA224116	SAMN02436445	STREPTOCOCCUS MUTANS TCI-138	0	0	no	131	NZ_AGKN01000001:NZ_AGKN01000131	yes	0		2015-08-09 00:00:00	2013-05-03 00:00:00	1
NZ_AGKO01	BCT	PRJNA224116	SAMN02436446	STREPTOCOCCUS MUTANS TCI-143	0	0	no	157	NZ_AGKO01000001:NZ_AGKO01000157	yes	0		2015-08-09 00:00:00	2013-05-03 00:00:00	1
NZ_AGKP01	BCT	PRJNA224116	SAMN02436447	STREPTOCOCCUS MUTANS TCI-145	0	0	no	99	NZ_AGKP01000001:NZ_AGKP01000099	yes	0		2015-08-09 00:00:00	2013-05-03 00:00:00	1
NZ_AGKQ01	BCT	PRJNA224116	SAMN02436531	STREPTOCOCCUS MUTANS TCI-148	0	0	no	120	NZ_AGKQ01000001:NZ_AGKQ01000120	yes	0		2015-08-09 00:00:00	2013-05-03 00:00:00	1
NZ_AGKR01	BCT	PRJNA224116	SAMN02436512	STREPTOCOCCUS MUTANS TCI-149	0	0	no	117	NZ_AGKR01000001:NZ_AGKR01000117	yes	0		2015-08-09 00:00:00	2013-05-03 00:00:00	1
NZ_AGKS01	BCT	PRJNA224116	SAMN02436601	STREPTOCOCCUS MUTANS TCI-151	0	0	no	121	NZ_AGKS01000001:NZ_AGKS01000121	yes	0		2015-08-09 00:00:00	2013-05-03 00:00:00	1
NZ_AGKT01	BCT	PRJNA224116	SAMN02436602	STREPTOCOCCUS MUTANS TCI-152	0	0	no	101	NZ_AGKT01000001:NZ_AGKT01000101	yes	0		2015-08-09 00:00:00	2013-05-03 00:00:00	1
NZ_AGKU01	BCT	PRJNA224116	SAMN02436348	STREPTOCOCCUS MUTANS TCI-153	0	0	no	55	NZ_AGKU01000001:NZ_AGKU01000055	yes	0		2015-08-09 00:00:00	2013-05-03 00:00:00	1
NZ_AGKV01	BCT	PRJNA224116	SAMN02436448	STREPTOCOCCUS MUTANS TCI-154	0	0	no	120	NZ_AGKV01000001:NZ_AGKV01000120	yes	0		2015-08-09 00:00:00	2013-05-03 00:00:00	1
NZ_AGKW01	BCT	PRJNA224116	SAMN02436603	STREPTOCOCCUS MUTANS TCI-162	0	0	no	130	NZ_AGKW01000001:NZ_AGKW01000130	yes	0		2015-08-09 00:00:00	2013-05-03 00:00:00	1
NZ_AGKX01	BCT	PRJNA224116	SAMN02436449	STREPTOCOCCUS MUTANS TCI-163	0	0	no	92	NZ_AGKX01000001:NZ_AGKX01000092	yes	0		2015-08-09 00:00:00	2013-05-03 00:00:00	1
NZ_AGKY01	BCT	PRJNA224116	SAMN02436604	STREPTOCOCCUS MUTANS TCI-164	0	0	no	115	NZ_AGKY01000001:NZ_AGKY01000115	yes	0		2015-08-09 00:00:00	2013-05-03 00:00:00	1
NZ_AGKZ01	BCT	PRJNA224116	SAMN02436349	STREPTOCOCCUS MUTANS TCI-169	0	0	no	59	NZ_AGKZ01000001:NZ_AGKZ01000059	yes	0		2015-08-09 00:00:00	2013-05-03 00:00:00	1
NZ_AGLA01	BCT	PRJNA224116	SAMN02436605	STREPTOCOCCUS MUTANS TCI-170	0	0	no	86	NZ_AGLA01000001:NZ_AGLA01000086	yes	0		2015-08-09 00:00:00	2013-05-03 00:00:00	1
NZ_AGLB01	BCT	PRJNA224116	SAMN02436513	STREPTOCOCCUS MUTANS TCI-173	0	0	no	112	NZ_AGLB01000001:NZ_AGLB01000112	yes	0		2015-08-09 00:00:00	2013-05-03 00:00:00	1
NZ_AGLC01	BCT	PRJNA224116	SAMN02436514	STREPTOCOCCUS MUTANS TCI-176	0	0	no	128	NZ_AGLC01000001:NZ_AGLC01000128	yes	0		2015-08-09 00:00:00	2013-05-03 00:00:00	1
NZ_AGLD01	BCT	PRJNA224116	SAMN02436606	STREPTOCOCCUS MUTANS TCI-177	0	0	no	110	NZ_AGLD01000001:NZ_AGLD01000110	yes	0		2015-08-09 00:00:00	2013-05-03 00:00:00	1
NZ_AGLE01	BCT	PRJNA224116	SAMN02436350	STREPTOCOCCUS MUTANS TCI-179	0	0	no	126	NZ_AGLE01000001:NZ_AGLE01000126	yes	0		2015-08-09 00:00:00	2013-04-30 00:00:00	1
NZ_AGLF01	BCT	PRJNA224116	SAMN02436351	STREPTOCOCCUS MUTANS TCI-187	0	0	no	127	NZ_AGLF01000001:NZ_AGLF01000127	yes	0		2015-08-09 00:00:00	2013-04-30 00:00:00	1
NZ_AGLG01	BCT	PRJNA224116	SAMN02436352	STREPTOCOCCUS MUTANS TCI-191	0	0	no	120	NZ_AGLG01000001:NZ_AGLG01000120	yes	0		2015-08-09 00:00:00	2013-04-30 00:00:00	1
NZ_AGLH01	BCT	PRJNA224116	SAMN02436353	STREPTOCOCCUS MUTANS TCI-196	0	0	no	90	NZ_AGLH01000001:NZ_AGLH01000090	yes	0		2015-08-09 00:00:00	2013-04-30 00:00:00	1
NZ_AGLI01	BCT	PRJNA224116	SAMN02436450	STREPTOCOCCUS MUTANS TCI-201	0	0	no	146	NZ_AGLI01000001:NZ_AGLI01000146	yes	0		2015-08-09 00:00:00	2013-04-30 00:00:00	1
NZ_AGLJ01	BCT	PRJNA224116	SAMN02436515	STREPTOCOCCUS MUTANS TCI-202	0	0	no	115	NZ_AGLJ01000001:NZ_AGLJ01000115	yes	0		2015-08-09 00:00:00	2013-04-30 00:00:00	1
NZ_AGLK01	BCT	PRJNA224116	SAMN02436354	STREPTOCOCCUS MUTANS TCI-204	0	0	no	136	NZ_AGLK01000001:NZ_AGLK01000136	yes	0		2015-08-09 00:00:00	2013-04-30 00:00:00	1
NZ_AGLL01	BCT	PRJNA224116	SAMN02436451	STREPTOCOCCUS MUTANS TCI-210	0	0	no	135	NZ_AGLL01000001:NZ_AGLL01000135	yes	0		2015-08-09 00:00:00	2013-04-30 00:00:00	1
NZ_AGLM01	BCT	PRJNA224116	SAMN02436452	STREPTOCOCCUS MUTANS TCI-212	0	0	no	194	NZ_AGLM01000001:NZ_AGLM01000194	yes	0		2015-08-13 00:00:00	2013-04-30 00:00:00	1
NZ_AGLN01	BCT	PRJNA224116	SAMN02436516	STREPTOCOCCUS MUTANS TCI-218	0	0	no	136	NZ_AGLN01000001:NZ_AGLN01000136	yes	0		2015-08-09 00:00:00	2013-04-30 00:00:00	1
NZ_AGLO01	BCT	PRJNA224116	SAMN02436607	STREPTOCOCCUS MUTANS TCI-219	0	0	no	131	NZ_AGLO01000001:NZ_AGLO01000131	yes	0		2015-08-09 00:00:00	2013-04-30 00:00:00	1
NZ_AGLP01	BCT	PRJNA224116	SAMN02436453	STREPTOCOCCUS MUTANS TCI-220	0	0	no	145	NZ_AGLP01000001:NZ_AGLP01000145	yes	0		2015-08-09 00:00:00	2013-04-30 00:00:00	1
NZ_AGLQ01	BCT	PRJNA224116	SAMN02436454	STREPTOCOCCUS MUTANS TCI-222	0	0	no	101	NZ_AGLQ01000001:NZ_AGLQ01000101	yes	0		2015-08-09 00:00:00	2013-04-30 00:00:00	1
NZ_AGLR01	BCT	PRJNA224116	SAMN02436517	STREPTOCOCCUS MUTANS TCI-223	0	0	no	134	NZ_AGLR01000001:NZ_AGLR01000134	yes	0		2015-08-09 00:00:00	2013-04-30 00:00:00	1
NZ_AGLS01	BCT	PRJNA224116	SAMN02436355	STREPTOCOCCUS MUTANS TCI-224	0	0	no	133	NZ_AGLS01000001:NZ_AGLS01000133	yes	0		2015-08-09 00:00:00	2013-04-30 00:00:00	1
NZ_AGLT01	BCT	PRJNA224116	SAMN02436356	STREPTOCOCCUS MUTANS TCI-227	0	0	no	130	NZ_AGLT01000001:NZ_AGLT01000130	yes	0		2015-08-09 00:00:00	2013-04-30 00:00:00	1
NZ_AGLU01	BCT	PRJNA224116	SAMN02436518	STREPTOCOCCUS MUTANS TCI-228	0	0	no	109	NZ_AGLU01000001:NZ_AGLU01000109	yes	0		2015-08-09 00:00:00	2013-04-30 00:00:00	1
NZ_AGLV01	BCT	PRJNA224116	SAMN02436608	STREPTOCOCCUS MUTANS TCI-234	0	0	no	106	NZ_AGLV01000001:NZ_AGLV01000106	yes	0		2015-08-09 00:00:00	2013-04-30 00:00:00	1
NZ_AGLW01	BCT	PRJNA224116	SAMN02436609	STREPTOCOCCUS MUTANS TCI-239	0	0	no	86	NZ_AGLW01000001:NZ_AGLW01000086	yes	0		2015-08-09 00:00:00	2013-04-30 00:00:00	1
NZ_AGLX01	BCT	PRJNA224116	SAMN02436455	STREPTOCOCCUS MUTANS TCI-242	0	0	no	61	NZ_AGLX01000001:NZ_AGLX01000061	yes	0		2015-08-09 00:00:00	2013-04-30 00:00:00	1
NZ_AGLY01	BCT	PRJNA224116	SAMN02436519	STREPTOCOCCUS MUTANS TCI-243	0	0	no	66	NZ_AGLY01000001:NZ_AGLY01000066	yes	0		2015-08-09 00:00:00	2013-04-30 00:00:00	1
NZ_AGLZ01	BCT	PRJNA224116	SAMN02436436	STREPTOCOCCUS MUTANS TCI-244	0	0	no	143	NZ_AGLZ01000001:NZ_AGLZ01000143	yes	0		2015-08-09 00:00:00	2013-04-30 00:00:00	1
NZ_AGMA01	BCT	PRJNA224116	SAMN02436437	STREPTOCOCCUS MUTANS TCI-249	0	0	no	98	NZ_AGMA01000001:NZ_AGMA01000098	yes	0		2015-08-09 00:00:00	2013-04-30 00:00:00	1
NZ_AGMB01	BCT	PRJNA224116	SAMN02436520	STREPTOCOCCUS MUTANS TCI-256	0	0	no	110	NZ_AGMB01000001:NZ_AGMB01000110	yes	0		2015-08-09 00:00:00	2013-04-30 00:00:00	1
NZ_AGMC01	BCT	PRJNA224116	SAMN02436357	STREPTOCOCCUS MUTANS TCI-260	0	0	no	141	NZ_AGMC01000001:NZ_AGMC01000141	yes	0		2015-08-09 00:00:00	2013-04-30 00:00:00	1
NZ_AGMD01	BCT	PRJNA224116	SAMN02436438	STREPTOCOCCUS MUTANS TCI-264	0	0	no	137	NZ_AGMD01000001:NZ_AGMD01000137	yes	0		2015-08-09 00:00:00	2013-04-30 00:00:00	1
NZ_AGME01	BCT	PRJNA224116	SAMN02436439	STREPTOCOCCUS MUTANS TCI-267	0	0	no	127	NZ_AGME01000001:NZ_AGME01000127	yes	0		2015-08-09 00:00:00	2013-04-30 00:00:00	1
NZ_AGMF01	BCT	PRJNA224116	SAMN02436521	STREPTOCOCCUS MUTANS TCI-268	0	0	no	92	NZ_AGMF01000001:NZ_AGMF01000092	yes	0		2015-08-09 00:00:00	2013-04-30 00:00:00	1
NZ_AGMG01	BCT	PRJNA224116	SAMN02436358	STREPTOCOCCUS MUTANS TCI-278	0	0	no	98	NZ_AGMG01000001:NZ_AGMG01000098	yes	0		2015-08-09 00:00:00	2013-04-30 00:00:00	1
NZ_AGMH01	BCT	PRJNA224116	SAMN02436440	STREPTOCOCCUS MUTANS TCI-279	0	0	no	136	NZ_AGMH01000001:NZ_AGMH01000136	yes	0		2015-08-09 00:00:00	2013-04-30 00:00:00	1
NZ_AGMI01	BCT	PRJNA224116	SAMN02436610	STREPTOCOCCUS MUTANS TCI-280	0	0	no	119	NZ_AGMI01000001:NZ_AGMI01000119	yes	0		2015-08-09 00:00:00	2013-04-30 00:00:00	1
NZ_AGMJ01	BCT	PRJNA224116	SAMN02436611	STREPTOCOCCUS MUTANS TCI-289	0	0	no	140	NZ_AGMJ01000001:NZ_AGMJ01000140	yes	0		2015-08-09 00:00:00	2013-04-30 00:00:00	1
NZ_AGMK01	BCT	PRJNA224116	SAMN02436522	STREPTOCOCCUS MUTANS TCI-292	0	0	no	137	NZ_AGMK01000001:NZ_AGMK01000137	yes	0		2015-08-09 00:00:00	2013-04-30 00:00:00	1
NZ_AGML01	BCT	PRJNA224116	SAMN02436441	STREPTOCOCCUS MUTANS TCI-294	0	0	no	109	NZ_AGML01000001:NZ_AGML01000109	yes	0		2015-08-09 00:00:00	2013-04-30 00:00:00	1
NZ_AGMM01	BCT	PRJNA224116	SAMN02436523	STREPTOCOCCUS MUTANS TCI-298	0	0	no	136	NZ_AGMM01000001:NZ_AGMM01000136	yes	0		2015-08-09 00:00:00	2013-04-30 00:00:00	1
NZ_AGMN01	BCT	PRJNA224116	SAMN02436612	STREPTOCOCCUS MUTANS TCI-30	0	0	no	103	NZ_AGMN01000001:NZ_AGMN01000103	yes	0		2015-08-09 00:00:00	2013-04-30 00:00:00	1
NZ_AGMO01	BCT	PRJNA224116	SAMN02436613	STREPTOCOCCUS MUTANS TCI-399	0	0	no	53	NZ_AGMO01000001:NZ_AGMO01000053	yes	0		2015-08-09 00:00:00	2013-04-30 00:00:00	1
NZ_AGMP01	BCT	PRJNA224116	SAMN02436359	STREPTOCOCCUS MUTANS TCI-400	0	0	no	93	NZ_AGMP01000001:NZ_AGMP01000093	yes	0		2015-08-09 00:00:00	2013-04-30 00:00:00	1
NZ_AGMQ01	BCT	PRJNA224116	SAMN02436360	STREPTOCOCCUS MUTANS TCI-51	0	0	no	57	NZ_AGMQ01000001:NZ_AGMQ01000057	yes	0		2015-08-09 00:00:00	2013-04-30 00:00:00	1
NZ_AGMR01	BCT	PRJNA224116	SAMN02436361	STREPTOCOCCUS MUTANS TCI-62	0	0	no	135	NZ_AGMR01000001:NZ_AGMR01000135	yes	0		2015-08-09 00:00:00	2013-04-30 00:00:00	1
NZ_AGMS01	BCT	PRJNA224116	SAMN02436362	STREPTOCOCCUS MUTANS TCI-70	0	0	no	109	NZ_AGMS01000001:NZ_AGMS01000109	yes	0		2015-08-09 00:00:00	2013-04-30 00:00:00	1
NZ_AGMT01	BCT	PRJNA224116	SAMN02436363	STREPTOCOCCUS MUTANS TCI-75	0	0	no	108	NZ_AGMT01000001:NZ_AGMT01000108	yes	0		2015-08-09 00:00:00	2013-04-30 00:00:00	1
NZ_AGMU01	BCT	PRJNA224116	SAMN02436596	STREPTOCOCCUS MUTANS TCI-78	0	0	no	110	NZ_AGMU01000001:NZ_AGMU01000110	yes	0		2015-08-09 00:00:00	2013-04-30 00:00:00	1
NZ_AGMV01	BCT	PRJNA224116	SAMN02436524	STREPTOCOCCUS MUTANS TCI-82	0	0	no	48	NZ_AGMV01000001:NZ_AGMV01000048	yes	0		2015-08-09 00:00:00	2013-04-30 00:00:00	1
NZ_AGMW01	BCT	PRJNA224116	SAMN02436442	STREPTOCOCCUS MUTANS TCI-85	0	0	no	64	NZ_AGMW01000001:NZ_AGMW01000064	yes	0		2015-08-09 00:00:00	2013-04-30 00:00:00	1
NZ_AGMX01	BCT	PRJNA224116	SAMN02436525	STREPTOCOCCUS MUTANS TCI-86	0	0	no	128	NZ_AGMX01000001:NZ_AGMX01000128	yes	0		2015-08-13 00:00:00	2013-04-30 00:00:00	1
NZ_AGMY01	BCT	PRJNA224116	SAMN02436597	STREPTOCOCCUS MUTANS TCI-92	0	0	no	49	NZ_AGMY01000001:NZ_AGMY01000049	yes	0		2015-08-09 00:00:00	2013-04-30 00:00:00	1
NZ_AGMZ01	BCT	PRJNA224116	SAMN02436526	STREPTOCOCCUS MUTANS TCI-96	0	0	no	121	NZ_AGMZ01000001:NZ_AGMZ01000121	yes	0		2015-08-09 00:00:00	2013-04-30 00:00:00	1
NZ_AGNA01	BCT	PRJNA224116	SAMN02436527	STREPTOCOCCUS MUTANS TCI-99	0	0	no	132	NZ_AGNA01000001:NZ_AGNA01000132	yes	0		2015-08-09 00:00:00	2013-04-30 00:00:00	1
NZ_AGWE01	BCT	PRJNA224116	SAMN02428989	STREPTOCOCCUS MUTANS U2B	0	0	no	103	NZ_AGWE01000001:NZ_AGWE01000103	yes	0		2015-08-09 00:00:00	2013-02-13 00:00:00	1
NZ_AHRB01	BCT	PRJNA224116	SAMN02429079	STREPTOCOCCUS MUTANS 8ID3	0	0	no	100	NZ_AHRB01000001:NZ_AHRB01000100	yes	0		2015-08-09 00:00:00	2013-02-13 00:00:00	1
NZ_AHRC01	BCT	PRJNA224116	SAMN02428982	STREPTOCOCCUS MUTANS S1B	0	0	no	132	NZ_AHRC01000001:NZ_AHRC01000132	yes	0		2015-08-09 00:00:00	2013-02-13 00:00:00	1
NZ_AHRD01	BCT	PRJNA224116	SAMN02428983	STREPTOCOCCUS MUTANS SA38	0	0	no	91	NZ_AHRD01000001:NZ_AHRD01000091	yes	0		2015-08-09 00:00:00	2013-02-13 00:00:00	1
NZ_AHRE01	BCT	PRJNA224116	SAMN02429080	STREPTOCOCCUS MUTANS SA41	0	0	no	104	NZ_AHRE01000001:NZ_AHRE01000104	yes	0		2015-08-09 00:00:00	2013-02-13 00:00:00	1
NZ_AHRF01	BCT	PRJNA224116	SAMN02429033	STREPTOCOCCUS MUTANS SF12	0	0	no	107	NZ_AHRF01000001:NZ_AHRF01000107	yes	0		2015-08-09 00:00:00	2013-02-13 00:00:00	1
NZ_AHRG01	BCT	PRJNA224116	SAMN02429034	STREPTOCOCCUS MUTANS R221	0	0	no	109	NZ_AHRG01000001:NZ_AHRG01000109	yes	0		2015-08-09 00:00:00	2013-02-13 00:00:00	1
NZ_AHRH01	BCT	PRJNA224116	SAMN02428927	STREPTOCOCCUS MUTANS M230	0	0	no	139	NZ_AHRH01000001:NZ_AHRH01000139	yes	0		2015-08-09 00:00:00	2013-02-13 00:00:00	1
NZ_AHRI01	BCT	PRJNA224116	SAMN02429035	STREPTOCOCCUS MUTANS OMZ175	0	0	no	130	NZ_AHRI01000001:NZ_AHRI01000130	yes	0		2015-08-09 00:00:00	2013-02-13 00:00:00	1
NZ_AHRJ01	BCT	PRJNA224116	SAMN02429081	STREPTOCOCCUS MUTANS 15JP3	0	0	no	87	NZ_AHRJ01000001:NZ_AHRJ01000087	yes	0		2015-08-09 00:00:00	2013-02-13 00:00:00	1
NZ_AHRK01	BCT	PRJNA224116	SAMN02429082	STREPTOCOCCUS MUTANS 1SM1	0	0	no	102	NZ_AHRK01000001:NZ_AHRK01000102	yes	0		2015-08-09 00:00:00	2013-02-13 00:00:00	1
NZ_AHRL01	BCT	PRJNA224116	SAMN02429083	STREPTOCOCCUS MUTANS 4SM1	0	0	no	97	NZ_AHRL01000001:NZ_AHRL01000097	yes	0		2015-08-09 00:00:00	2013-02-13 00:00:00	1
NZ_AHRM01	BCT	PRJNA224116	SAMN02429036	STREPTOCOCCUS MUTANS 3SN1	0	0	no	142	NZ_AHRM01000001:NZ_AHRM01000142	yes	0		2015-08-14 00:00:00	2013-02-13 00:00:00	1
NZ_AHRN01	BCT	PRJNA224116	SAMN02428984	STREPTOCOCCUS MUTANS 2ST1	0	0	no	111	NZ_AHRN01000001:NZ_AHRN01000111	yes	0		2015-08-09 00:00:00	2013-02-13 00:00:00	1
NZ_AHRO01	BCT	PRJNA224116	SAMN02429037	STREPTOCOCCUS MUTANS 11A1	0	0	no	111	NZ_AHRO01000001:NZ_AHRO01000111	yes	0		2015-08-09 00:00:00	2013-02-13 00:00:00	1
NZ_AHRP01	BCT	PRJNA224116	SAMN02429084	STREPTOCOCCUS MUTANS 11SSST2	0	0	no	105	NZ_AHRP01000001:NZ_AHRP01000105	yes	0		2015-08-09 00:00:00	2013-02-13 00:00:00	1
NZ_AHRQ01	BCT	PRJNA224116	SAMN02429085	STREPTOCOCCUS MUTANS 4VF1	0	0	no	127	NZ_AHRQ01000001:NZ_AHRQ01000127	yes	0		2015-08-09 00:00:00	2013-02-13 00:00:00	1
NZ_AHRR01	BCT	PRJNA224116	SAMN02429086	STREPTOCOCCUS MUTANS 15VF2	0	0	no	117	NZ_AHRR01000001:NZ_AHRR01000117	yes	0		2015-08-09 00:00:00	2013-02-13 00:00:00	1
NZ_AHRS01	BCT	PRJNA224116	SAMN02429071	STREPTOCOCCUS MUTANS 2VS1	0	0	no	98	NZ_AHRS01000001:NZ_AHRS01000098	yes	0		2015-08-09 00:00:00	2013-02-13 00:00:00	1
NZ_AHRT01	BCT	PRJNA224116	SAMN02428928	STREPTOCOCCUS MUTANS 11VS1	0	0	no	155	NZ_AHRT01000001:NZ_AHRT01000155	yes	0		2015-08-09 00:00:00	2013-02-13 00:00:00	1
NZ_AHRU01	BCT	PRJNA224116	SAMN02428985	STREPTOCOCCUS MUTANS 5SM3	0	0	no	86	NZ_AHRU01000001:NZ_AHRU01000086	yes	0		2015-08-09 00:00:00	2013-02-13 00:00:00	1
NZ_AHRV01	BCT	PRJNA224116	SAMN02428986	STREPTOCOCCUS MUTANS NFSM2	0	0	no	115	NZ_AHRV01000001:NZ_AHRV01000115	yes	0		2015-08-09 00:00:00	2013-02-13 00:00:00	1
NZ_AHRW01	BCT	PRJNA224116	SAMN02428929	STREPTOCOCCUS MUTANS NVAB	0	0	no	102	NZ_AHRW01000001:NZ_AHRW01000102	yes	0		2015-08-09 00:00:00	2013-02-13 00:00:00	1
NZ_AHRX01	BCT	PRJNA224116	SAMN02429025	STREPTOCOCCUS MUTANS A9	0	0	no	105	NZ_AHRX01000001:NZ_AHRX01000105	yes	0		2015-08-09 00:00:00	2013-02-13 00:00:00	1
NZ_AHRY01	BCT	PRJNA224116	SAMN02429072	STREPTOCOCCUS MUTANS N29	0	0	no	110	NZ_AHRY01000001:NZ_AHRY01000110	yes	0		2015-08-09 00:00:00	2013-02-13 00:00:00	1
NZ_AHRZ01	BCT	PRJNA224116	SAMN02429073	STREPTOCOCCUS MUTANS NMT4863	0	0	no	97	NZ_AHRZ01000001:NZ_AHRZ01000097	yes	0		2015-08-09 00:00:00	2013-02-13 00:00:00	1
NZ_AHSA01	BCT	PRJNA224116	SAMN02428930	STREPTOCOCCUS MUTANS A19	0	0	no	108	NZ_AHSA01000001:NZ_AHSA01000108	yes	0		2015-08-09 00:00:00	2013-02-13 00:00:00	1
NZ_AHSB01	BCT	PRJNA224116	SAMN02429074	STREPTOCOCCUS MUTANS U138	0	0	no	153	NZ_AHSB01000001:NZ_AHSB01000153	yes	0		2015-08-09 00:00:00	2013-02-13 00:00:00	1
NZ_AHSC01	BCT	PRJNA224116	SAMN02428931	STREPTOCOCCUS MUTANS G123	0	0	no	122	NZ_AHSC01000001:NZ_AHSC01000122	yes	0		2015-08-09 00:00:00	2013-02-13 00:00:00	1
NZ_AHSD01	BCT	PRJNA224116	SAMN02429075	STREPTOCOCCUS MUTANS M21	0	0	no	106	NZ_AHSD01000001:NZ_AHSD01000106	yes	0		2015-08-09 00:00:00	2013-02-13 00:00:00	1
NZ_AHSE01	BCT	PRJNA224116	SAMN02429026	STREPTOCOCCUS MUTANS T4	0	0	no	113	NZ_AHSE01000001:NZ_AHSE01000113	yes	0		2015-08-09 00:00:00	2013-02-13 00:00:00	1
NZ_AHSF01	BCT	PRJNA224116	SAMN02428987	STREPTOCOCCUS MUTANS N34	0	0	no	102	NZ_AHSF01000001:NZ_AHSF01000102	yes	0		2015-08-09 00:00:00	2013-02-13 00:00:00	1
